ut;addr_no;country;code;city;organisation;pubs
WOS:000390336400007;40;South Korea;KR;Daejeon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000390336400007;47;USA;US;Pasadena;California Institute of Technology;154
WOS:000390336400007;54;USA;US;Hilo;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000390336400007;54;USA;US;Hilo;National Astronomical Observatory of Japan;135
WOS:000390336400007;58;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000390336400007;59;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000390336400007;59;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000390336400007;60;Japan;JP;Tokyo;University of Tokyo;142
WOS:000390490100036;1;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000390490100036;4;Japan;JP;Tokyo;University of Tokyo;142
WOS:000391169600038;2;Japan;JP;Nagoya;Nagoya University;116
WOS:000391169600038;3;Japan;JP;Tokyo;University of Tokyo;142
WOS:000391169600038;5;Japan;JP;Minamimaki;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000391169600038;5;Japan;JP;Minamimaki;National Astronomical Observatory of Japan;135
WOS:000391346400006;1;South Korea;KR;Daejeon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000393455400008;3;USA;US;Pasadena;California Institute of Technology;154
WOS:000393455400008;3;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000393455400065;1;Scotland;GB;St Andrews;University of St Andrews;104
WOS:000393455400065;2;USA;US;Columbus;Ohio State University;107
WOS:000393455400065;3;USA;US;Columbus;Ohio State University;107
WOS:000393455400065;9;USA;US;Irvine;University of California System;108
WOS:000393455400065;24;USA;US;Berkeley;University of California System;108
WOS:000393455400065;26;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000393455400065;26;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000393455400065;32;USA;US;Pasadena;California Institute of Technology;154
WOS:000393455400065;32;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000393455400065;43;USA;US;Santa Barbara;University of California System;108
WOS:000393455400065;44;South Korea;KR;Daejeon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000393455400065;50;USA;US;Cambridge;Harvard University;103
WOS:000393455400065;50;USA;US;Cambridge;Smithsonian Institution;132
WOS:000393455400065;52;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000393646300061;1;England;GB;Coventry;University of Warwick;144
WOS:000393646300061;7;Switzerland;CH;Sauverny;University of Geneva;100
WOS:000393646300061;8;England;GB;Keele;Keele University;132
WOS:000393646300061;9;Scotland;GB;St Andrews;University of St Andrews;104
WOS:000393646300061;10;France;FR;Paris;Centre National de la Recherche Scientifique (CNRS);128
WOS:000393646300061;11;France;FR;St Michel lObservatoire;Centre National de la Recherche Scientifique (CNRS);128
WOS:000393780500073;5;Germany;DE;Gottingen;Max Planck Society;198
WOS:000395165900012;1;England;GB;Keele;Keele University;132
WOS:000395165900012;7;Scotland;GB;St Andrews;University of St Andrews;104
WOS:000395165900012;9;England;GB;Coventry;University of Warwick;144
WOS:000395165900079;1;England;GB;Keele;Keele University;132
WOS:000395165900079;2;Scotland;GB;North Haugh;University of St Andrews;104
WOS:000395165900079;5;Switzerland;CH;Sauverny;University of Geneva;100
WOS:000395165900079;7;England;GB;Coventry;University of Warwick;144
WOS:000395170200010;1;Scotland;GB;St Andrews;University of St Andrews;104
WOS:000395170200010;2;England;GB;Keele;Keele University;132
WOS:000396198900003;3;USA;US;Columbus;Ohio State University;107
WOS:000396198900003;4;England;GB;Coventry;University of Warwick;144
WOS:000396198900003;6;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000396198900003;8;USA;US;Cambridge;Harvard University;103
WOS:000396198900003;8;USA;US;Cambridge;Smithsonian Institution;132
WOS:000396198900003;10;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000397053500010;3;Japan;JP;Kashiwa;University of Tokyo;142
WOS:000397053500010;4;Japan;JP;Mitaka;University of Tokyo;142
WOS:000397053500010;5;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000397053500010;5;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000397053500010;6;Japan;JP;Nagoya;Nagoya University;116
WOS:000397053500010;12;USA;US;Hilo;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000397053500010;12;USA;US;Hilo;National Astronomical Observatory of Japan;135
WOS:000397053500010;14;Japan;JP;Asakuchi;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000397053500010;14;Japan;JP;Asakuchi;National Astronomical Observatory of Japan;135
WOS:000397053500010;15;Japan;JP;Nagoya;Nagoya University;116
WOS:000397053500010;19;Japan;JP;Tokyo;University of Tokyo;142
WOS:000397896600004;3;USA;US;Hilo;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000397896600004;3;USA;US;Hilo;National Astronomical Observatory of Japan;135
WOS:000398112400080;3;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000398112400080;3;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000398112400080;7;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000398112400080;7;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000398118500004;3;Japan;JP;Tokyo;University of Tokyo;142
WOS:000398118500004;4;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000398118500004;4;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000398284600012;1;USA;US;Columbus;Ohio State University;107
WOS:000398284600012;2;USA;US;Columbus;Ohio State University;107
WOS:000398284600012;9;USA;US;Santa Cruz;University of California System;108
WOS:000398284600012;12;USA;US;Columbus;Ohio State University;107
WOS:000398418900039;3;England;GB;Coventry;University of Warwick;144
WOS:000398418900039;15;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000398418900039;15;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000398419200060;3;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000398419200060;6;Switzerland;CH;Versoix;University of Geneva;100
WOS:000398419200060;7;USA;US;Cambridge;Harvard University;103
WOS:000398419200060;7;USA;US;Cambridge;Smithsonian Institution;132
WOS:000399137400003;1;South Korea;KR;Daejeon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000399137400003;3;USA;US;Columbus;Ohio State University;107
WOS:000399137400003;5;USA;US;Cambridge;Harvard University;103
WOS:000399137400003;5;USA;US;Cambridge;Smithsonian Institution;132
WOS:000399137400003;6;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000399137400003;10;England;GB;Coventry;University of Warwick;144
WOS:000399137400003;11;USA;US;Pasadena;California Institute of Technology;154
WOS:000399137400003;11;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000399137400003;12;USA;US;Pasadena;California Institute of Technology;154
WOS:000399137400003;12;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000399137400003;13;USA;US;Pasadena;California Institute of Technology;154
WOS:000399137400003;15;USA;US;Pasadena;California Institute of Technology;154
WOS:000399745200006;1;USA;US;Pasadena;California Institute of Technology;154
WOS:000400461900001;1;Germany;DE;Gottingen;Max Planck Society;198
WOS:000400578000002;6;France;FR;Gif Sur Yvette;Centre National de la Recherche Scientifique (CNRS);128
WOS:000400578000002;8;Germany;DE;Garching;Max Planck Society;198
WOS:000401170500001;3;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000401170500001;3;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000401170500001;5;Japan;JP;Kashiwa;University of Tokyo;142
WOS:000401170500001;7;Japan;JP;Ishigaki;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000401170500001;7;Japan;JP;Ishigaki;National Astronomical Observatory of Japan;135
WOS:000401170500001;8;Japan;JP;Mitaka;University of Tokyo;142
WOS:000401170500001;10;Japan;JP;Nagano;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000401170500001;10;Japan;JP;Nagano;National Astronomical Observatory of Japan;135
WOS:000401170500001;11;Japan;JP;Nagoya;Nagoya University;116
WOS:000401170500001;16;Japan;JP;Kiso;University of Tokyo;142
WOS:000401170500001;18;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000401170500001;18;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000401170500001;20;Japan;JP;Nagoya;Nagoya University;116
WOS:000401170500001;21;Japan;JP;Asakuchi;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000401170500001;21;Japan;JP;Asakuchi;National Astronomical Observatory of Japan;135
WOS:000401603200002;2;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000401603200002;2;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000401603200002;4;Japan;JP;Tokyo;University of Tokyo;142
WOS:000401603200002;6;Japan;JP;Nagoya;Nagoya University;116
WOS:000401605400001;2;USA;US;Davis;University of California System;108
WOS:000401605400001;5;USA;US;Santa Barbara;University of California System;108
WOS:000402849400092;2;England;GB;Keele;Keele University;132
WOS:000403657500002;2;South Korea;KR;Daejeon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000403657500002;4;Japan;JP;Tokyo;University of Tokyo;142
WOS:000403657500002;5;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000403657500002;5;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000403657500002;7;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000403657500002;7;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000403657500002;7;Japan;JP;Mitaka;University of Tokyo;142
WOS:000403775600006;2;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000403775600006;2;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000403775600006;3;Japan;JP;Tokyo;University of Tokyo;142
WOS:000403775600006;6;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000403775600006;9;Japan;JP;Mitaka;University of Tokyo;142
WOS:000403775600006;10;Japan;JP;Kiso;University of Tokyo;142
WOS:000403827800003;2;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000403827800003;6;Switzerland;CH;Versoix;University of Geneva;100
WOS:000403827800003;7;USA;US;Cambridge;Harvard University;103
WOS:000403827800003;7;USA;US;Cambridge;Smithsonian Institution;132
WOS:000404255700004;6;Japan;JP;Tokyo;University of Tokyo;142
WOS:000404542900002;3;USA;US;Columbus;Ohio State University;107
WOS:000404542900002;6;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000404542900002;6;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000404542900002;8;USA;US;Cambridge;Harvard University;103
WOS:000404542900002;9;USA;US;Cambridge;Harvard University;103
WOS:000404542900002;9;USA;US;Cambridge;Smithsonian Institution;132
WOS:000404544000001;1;USA;US;Pasadena;California Institute of Technology;154
WOS:000404544000001;1;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000404544000001;2;USA;US;Cambridge;Harvard University;103
WOS:000404544000001;2;USA;US;Cambridge;Smithsonian Institution;132
WOS:000404544000001;3;USA;US;Pasadena;California Institute of Technology;154
WOS:000404544000001;5;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000404544000001;6;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000404544000001;7;USA;US;Columbus;Ohio State University;107
WOS:000404544000001;9;USA;US;Pasadena;California Institute of Technology;154
WOS:000404544000001;9;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000404544000001;10;USA;US;Pasadena;California Institute of Technology;154
WOS:000406185600004;3;USA;US;Pasadena;California Institute of Technology;154
WOS:000406185600004;3;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000406839900079;4;Japan;JP;Kashiwa;University of Tokyo;142
WOS:000406841700013;2;Germany;DE;Bonn;Max Planck Society;198
WOS:000406841700013;4;South Korea;KR;Daejeon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000407329800011;1;Japan;JP;Tokyo;University of Tokyo;142
WOS:000407329800011;2;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000407329800011;3;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000407778500002;6;USA;US;Pasadena;California Institute of Technology;154
WOS:000407778500002;6;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000407778500003;1;Japan;JP;Tokyo;University of Tokyo;142
WOS:000407778500003;3;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000407778500003;4;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000407778500003;4;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000407778500003;5;Japan;JP;Tokyo;University of Tokyo;142
WOS:000408207600074;3;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000408207600074;3;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000408207600074;4;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000408207600074;4;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000408207600074;9;Switzerland;CH;Versoix;University of Geneva;100
WOS:000408211700065;3;USA;US;Cambridge;Harvard University;103
WOS:000408211700065;3;USA;US;Cambridge;Smithsonian Institution;132
WOS:000408211700065;8;USA;US;Moffett Field;National Aeronautics & Space Administration (NASA);162
WOS:000408491900001;1;USA;US;Columbus;Ohio State University;107
WOS:000408491900001;2;USA;US;Columbus;Ohio State University;107
WOS:000408491900001;7;USA;US;Columbus;Ohio State University;107
WOS:000409022700080;6;England;GB;Coventry;University of Warwick;144
WOS:000409022700080;9;USA;US;Santa Barbara;University of California System;108
WOS:000409022700080;15;USA;US;Santa Barbara;University of California System;108
WOS:000409022700080;17;France;FR;Paris;Centre National de la Recherche Scientifique (CNRS);128
WOS:000409022700080;18;France;FR;Paris;Centre National de la Recherche Scientifique (CNRS);128
WOS:000409022700080;22;USA;US;Davis;University of California System;108
WOS:000409393800003;3;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000409393800003;4;USA;US;Columbus;Ohio State University;107
WOS:000409393800003;5;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000409393800003;9;USA;US;Cambridge;Harvard University;103
WOS:000409393800003;9;USA;US;Cambridge;Smithsonian Institution;132
WOS:000409393800003;11;Japan;JP;Nagoya;Nagoya University;116
WOS:000409393800003;12;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000409393800003;12;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000409393800003;15;Japan;JP;Asakuchi;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000409393800003;15;Japan;JP;Asakuchi;National Astronomical Observatory of Japan;135
WOS:000410687700009;2;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000410687700009;2;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000410687700009;4;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000410687700009;4;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000410687700009;5;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
